identifier,basis_of_record,other_identifier,MS_identifier,title,contributor,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,visibility,type,format
VTEC000004847,PreservedSpecimen,Occurrence ID: fde5faff-493c-43dc-b79c-e86ddbd259b8,449595,"Lytta (Fabricius, 1775)",A. M. Woodside (recorded by),4/15/1946,4/15/1946,4/15/1946,habitat: on peach||lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Greenwood,38.055693 || -78.770577,38.055693,-78.770577,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fde5faff-493c-43dc-b79c-e86ddbd259b8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858379,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004835,PreservedSpecimen,Occurrence ID: fc59849b-c58b-4b05-a2b5-e8b5f2a988c4,450416,Scolia bicincta (Fabricius),J. M. Grayson (recorded by),8/29/1944,8/29/1944,8/29/1944,lifeStage: Adult||preparations: pinned specimen,"""Suffolk, Virginia, United States""",Holland,36.681262 || -76.780236,36.681262,-76.780236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fc59849b-c58b-4b05-a2b5-e8b5f2a988c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858221,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004836,PreservedSpecimen,Occurrence ID: 7671e354-fe73-41a1-881c-0f4bb094388b,469738,"Euphoria fulgida ((Fabricius, 1775))",E. Day (recorded by),6/3/1998,6/3/1998,6/3/1998,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""",,39.203931 || -78.271973,39.203931,-78.271973,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7671e354-fe73-41a1-881c-0f4bb094388b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858222,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004837,PreservedSpecimen,Occurrence ID: 7ba3801b-a6b5-4729-a1ed-8506eec33b27,469739,"Euphoria inda ((Linnaeus, 1758))",Marvin L. Bobb (recorded by),8/21/1934,8/21/1934,8/21/1934,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7ba3801b-a6b5-4729-a1ed-8506eec33b27,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858223,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004838,PreservedSpecimen,Occurrence ID: 645e2ce4-2b27-4fd8-8894-084d25a89281,469740,Rhaxonycha carolina,"C. B. Nolen, Jr. (recorded by)",5/6/1959,5/6/1959,5/6/1959,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:645e2ce4-2b27-4fd8-8894-084d25a89281,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858224,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004843,PreservedSpecimen,Occurrence ID: 6d628fb5-5e5f-4cea-9687-dfb88dde7944,572179,Chilocorus stigma,J. R. Bliss (recorded by),4/23/1962,4/23/1962,4/23/1962,habitat: Field||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6d628fb5-5e5f-4cea-9687-dfb88dde7944,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858354,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004844,PreservedSpecimen,Occurrence ID: 3fd1117c-cbb4-4c8b-a650-ddedffe2b785,572180,Hoshihananomia octopunctata,Garth (recorded by),1942-05,1942-05,1942-05,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:3fd1117c-cbb4-4c8b-a650-ddedffe2b785,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858360,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004845,PreservedSpecimen,Occurrence ID: 0d828112-9e71-4b84-a100-ee544bb48cc5,572181,Tomoxia lineella,Eric Day (recorded by),7/9/2002,7/9/2002,7/9/2002,lifeStage: Adult||preparations: pinned specimen,"""Loudoun, Virginia, United States""","Malick Farm, Neersville",39.261213 || -77.725826,39.261213,-77.725826,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0d828112-9e71-4b84-a100-ee544bb48cc5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858361,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004848,PreservedSpecimen,Occurrence ID: 5fcb5cc1-417e-43eb-b81c-ea749a64c61e,572182,Pyrota mutata (Gemminger),A. M. Woodside (recorded by),6/24/1947,6/24/1947,6/24/1947,habitat: on Achillea millefolium||lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Crozet,38.069582 || -78.700575,38.069582,-78.700575,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5fcb5cc1-417e-43eb-b81c-ea749a64c61e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858391,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004849,PreservedSpecimen,Occurrence ID: 4d0d5b53-9e32-4919-bf39-3bed11149784,572184,"Epicauta (Dejean, 1834)",T. McAvoy (recorded by),8/17/1974,8/17/1974,8/17/1974,lifeStage: Adult||preparations: pinned specimen,"""New Castle, Delaware, United States""",Newark,39.683723 || -75.749657,39.683723,-75.749657,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4d0d5b53-9e32-4919-bf39-3bed11149784,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858401,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004850,PreservedSpecimen,Occurrence ID: 92f20cad-3e89-4701-a688-418566724c67,572186,"Pidonia aurata ((Horn, 1860))",Barry Lee Bressler (recorded by),7/8/1978,7/8/1978,7/8/1978,habitat: Spikenard||lifeStage: Adult||preparations: pinned specimen,"""Augusta, Virginia, United States""",Ramsey's Draft,38.346025 || -79.332694,38.346025,-79.332694,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:92f20cad-3e89-4701-a688-418566724c67,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858404,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004851,PreservedSpecimen,Occurrence ID: ec24cc76-21be-4ed8-9628-f89c38b41564,572189,Analeptura lineola,Mike Williams (recorded by),6/25/1970,6/25/1970,6/25/1970,lifeStage: Adult||preparations: pinned specimen,"""Rockbridge, Virginia, United States""","Natue Camp, Vesuvius",37.876759 || -79.216433,37.876759,-79.216433,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ec24cc76-21be-4ed8-9628-f89c38b41564,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858421,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004853,PreservedSpecimen,Occurrence ID: 4fb5d972-a1fc-41c3-81ee-e8a72a8201a0,572191,Typocerus lunulatus,Barry Lee Bressler (recorded by),,,,lifeStage: Adult||preparations: pinned specimen,"""Spotsylvania, Virginia, United States""",Fredericksburg,38.303184 || -77.46054,38.303184,-77.46054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4fb5d972-a1fc-41c3-81ee-e8a72a8201a0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858451,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004854,PreservedSpecimen,Occurrence ID: 2eb425c5-ba17-429e-a512-ea43c702d971,572192,Typocerus sinuatus,M. L. Bobb (recorded by),,,,lifeStage: Adult||preparations: pinned specimen,"""Roanoke, Virginia, United States""",Bonsack,37.325356 || -79.869186,37.325356,-79.869186,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2eb425c5-ba17-429e-a512-ea43c702d971,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858459,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004857,PreservedSpecimen,Occurrence ID: aed6dc41-0367-4ff6-ba17-e728c69d6e3b,572193,Judolia cordifera,Barry Lee Bressler (recorded by),6/11/1981,6/11/1981,6/11/1981,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:aed6dc41-0367-4ff6-ba17-e728c69d6e3b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858486,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004858,PreservedSpecimen,Occurrence ID: 90057e4c-20b8-4f3c-ae3d-d7f9d99a0bbb,573266,Strangalepta abbreviata,S. W. Bullington (recorded by),5/22/1976,5/22/1976,5/22/1976,"habitat: Dismal Swamp, blackberry fllowers||lifeStage: Adult||preparations: pinned specimen","""Gates, North Carolina, United States""","Dismal Swamp, Atlantic Rd.",36.443174 || -76.608052,36.443174,-76.608052,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:90057e4c-20b8-4f3c-ae3d-d7f9d99a0bbb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391313,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004859,PreservedSpecimen,Occurrence ID: 662828b6-72cb-4eea-a4ce-2f1fc76a273e,573267,Evodinus monticola vancouveri,J. B. Karren (recorded by),6/16/1961,6/16/1961,6/16/1961,lifeStage: Adult||preparations: pinned specimen,"""Lane, Oregon, United States""","Gold Lake, Williamette Nat. Forest",43.633422 || -122.04303,43.633422,-122.04303,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:662828b6-72cb-4eea-a4ce-2f1fc76a273e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391334,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004860,PreservedSpecimen,Occurrence ID: dfd22a3c-2759-4a50-ac55-df3de0c3213d,573268,Stenelytrana emarginata,,6/6/1942,6/6/1942,6/6/1942,lifeStage: Adult||preparations: pinned specimen,"""Frederick, Virginia, United States""",Oak Grove Orchard,39.205394 || -78.261607,39.205394,-78.261607,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:dfd22a3c-2759-4a50-ac55-df3de0c3213d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391339,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004861,PreservedSpecimen,Occurrence ID: 0d972ea4-7230-49af-abd1-cf656f41cfb6,573269,"Brachyleptura rubrica ((Say, 1824))",Barry Lee Bressler (recorded by),6/11/1989,6/11/1989,6/11/1989,lifeStage: Adult||preparations: pinned specimen,"""Spotsylvania, Virginia, United States""",0,38.185459 || -77.65824,38.185459,-77.65824,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0d972ea4-7230-49af-abd1-cf656f41cfb6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391348,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004862,PreservedSpecimen,Occurrence ID: 4db78476-c8fe-4519-9103-186d8d9b3855,573270,Brachyleptura vagans,,6/27/1982,6/27/1982,6/27/1982,habitat: New Jersey Tea||lifeStage: Adult||preparations: pinned specimen,"""Rockingham, Virginia, United States""","Shenandoah Nat Park, Two Mile Run Overlook, MM 76",38.29789 || -78.648058,38.29789,-78.648058,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4db78476-c8fe-4519-9103-186d8d9b3855,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391371,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004864,PreservedSpecimen,Occurrence ID: 30c48760-cd5b-4b32-bf44-7de1d363bf9b,573271,Stictoleptura canadensis,H. M. Kulman (recorded by),1957-07,1957-07,1957-07,habitat: Pine logs||lifeStage: Adult||preparations: pinned specimen,"""Beltrami, Minnesota, United States""",Bemidji,47.462655 || -94.863454,47.462655,-94.863454,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:30c48760-cd5b-4b32-bf44-7de1d363bf9b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391406,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004865,PreservedSpecimen,Occurrence ID: d275bd5c-e256-4a03-9b4f-8ecd64f225c1,573272,Xestoleptura octonotata (Say),,7/7/1968,7/7/1968,7/7/1968,lifeStage: Adult||preparations: pinned specimen,"""Beaver, Pennsylvania, United States""",Raccoon Creek Park,40.507066 || -80.432511,40.507066,-80.432511,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d275bd5c-e256-4a03-9b4f-8ecd64f225c1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391413,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004866,PreservedSpecimen,Occurrence ID: d724cc7f-9924-4455-92bd-b07b9201f8d2,573273,Charisalia americana,L. M. Los (recorded by),6/15/1982,6/15/1982,6/15/1982,habitat: On vegetation||lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Little Stony Creek Cascades,37.361161 || -80.586819,37.361161,-80.586819,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d724cc7f-9924-4455-92bd-b07b9201f8d2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391434,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004870,PreservedSpecimen,Occurrence ID: 077432e3-1aca-4e49-92ed-8ac00cb6f78f,573274,Strangalia luteicornis,,7/21/1940,7/21/1940,7/21/1940,habitat: on wild carrot||lifeStage: Adult||preparations: pinned specimen,"""Augusta, Virginia, United States""",0,38.160749 || -79.12854,38.160749,-79.12854,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:077432e3-1aca-4e49-92ed-8ac00cb6f78f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391564,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004871,PreservedSpecimen,Occurrence ID: 18663957-9b05-4b7e-a2e2-cbbcb83efea7,573275,Strangalia acuminata,S. Bullington (recorded by),6/18/1975,6/18/1975,6/18/1975,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.165606 || -80.384673,37.165606,-80.384673,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:18663957-9b05-4b7e-a2e2-cbbcb83efea7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391605,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004872,PreservedSpecimen,Occurrence ID: 350c5bbe-812d-471e-8f02-5430e7e850df,573276,Strangalia famelica,L. M. Los (recorded by),6/21/1980,6/21/1980,6/21/1980,habitat: On vegetation||lifeStage: Adult||preparations: pinned specimen,"""Botetourt, Virginia, United States""","Roaring Run Furnace, Rt. 621",37.707906 || -79.893106,37.707906,-79.893106,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:350c5bbe-812d-471e-8f02-5430e7e850df,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391622,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004873,PreservedSpecimen,Occurrence ID: 2c1e062a-b6d7-4e74-aa98-59f2262b5110,573277,Desmocerus palliatus,S. W. Bullington (recorded by),6/23/1975,6/23/1975,6/23/1975,habitat: Pine tree||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Brush Mtn. St., Rt. 624, 1014 Meadowbrook Rd.",37.339269 || -80.253544,37.339269,-80.253544,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2c1e062a-b6d7-4e74-aa98-59f2262b5110,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391653,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004874,PreservedSpecimen,Occurrence ID: b9b94431-e89c-4dd5-bf6a-8b7b44be5113,573278,Purpuricenus humeralis,,6/30/1989,6/30/1989,6/30/1989,lifeStage: Adult||preparations: pinned specimen,"""Essex, New Jersey, United States""",South Orange,40.74899 || -74.261258,40.74899,-74.261258,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b9b94431-e89c-4dd5-bf6a-8b7b44be5113,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391691,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004875,PreservedSpecimen,Occurrence ID: e0f2a366-4dac-44cd-82fa-6cd1acd77f10,573279,"Psyrassa pertenuis ((Casey, 1924))",Barry Lee Bressler (recorded by),7/2/1975,7/2/1975,7/2/1975,lifeStage: Adult||preparations: pinned specimen,"""Sevier, Tennessee, United States""",Gatlinburg,35.721139 || -83.49689,35.721139,-83.49689,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e0f2a366-4dac-44cd-82fa-6cd1acd77f10,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391695,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004876,PreservedSpecimen,Occurrence ID: e008564f-3744-44bf-81e5-414b10a257cd,573280,"Stenosphenus notatus ((Olivier, 1795))",Barry Lee Bressler (recorded by),6/2/1980,6/2/1980,6/2/1980,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",0,38.414949 || -77.451546,38.414949,-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e008564f-3744-44bf-81e5-414b10a257cd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391705,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004878,PreservedSpecimen,Occurrence ID: 8ee28240-9139-4fbe-b946-5ba243430775,573281,"Tylonotus bimaculatus ((Haldeman, 1847))",Barry Lee Bressler (recorded by),6/9/2008,6/9/2008,6/9/2008,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8ee28240-9139-4fbe-b946-5ba243430775,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391707,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004881,PreservedSpecimen,Occurrence ID: 21becda9-1024-4d98-a4ad-3a6ad1e75d8f,573282,"Megacyllene caryae ((Gahan, 1908))",Fairservice (recorded by),4/8/1979,4/8/1979,4/8/1979,habitat: Yard||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.130399 || -80.396236,37.130399,-80.396236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:21becda9-1024-4d98-a4ad-3a6ad1e75d8f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391761,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004882,PreservedSpecimen,Occurrence ID: 58b1e821-b5ff-4b73-9da4-92867bb71e56,573283,Clytus ruricola ((Olivier)),B. Kondratieff (recorded by),5/31/1978,5/31/1978,5/31/1978,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Rt 621, off 460",37.302387 || -80.431235,37.302387,-80.431235,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:58b1e821-b5ff-4b73-9da4-92867bb71e56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391769,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004884,PreservedSpecimen,Occurrence ID: e67042eb-6f37-4f2e-b313-7d8aab96b646,573284,Neoclytus cordifer ((Klug)),J. A. Vayghan (recorded by),12/31/1981,12/31/1981,12/31/1981,lifeStage: Adult||preparations: pinned specimen,"""Monroe, Florida, United States""",Key Largo,25.102061 || -80.43183,25.102061,-80.43183,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e67042eb-6f37-4f2e-b313-7d8aab96b646,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391783,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004885,PreservedSpecimen,Occurrence ID: 8cf408f8-8a33-4798-a476-d3521fddc1db,573285,"Cyrtophorus verrucosus ((Olivier, 1795))",Barry Lee Bressler (recorded by),5/4/1980,5/4/1980,5/4/1980,habitat: Dogwood||lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",0,38.414949 || -77.451546,38.414949,-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8cf408f8-8a33-4798-a476-d3521fddc1db,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391793,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004886,PreservedSpecimen,Occurrence ID: 44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,615236,"Euderces pini ((Olivier, 1795))",Barry Lee Bressler (recorded by),6/22/1975,6/22/1975,6/22/1975,lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Charlottesville,38.035888 || -78.487868,38.035888,-78.487868,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391798,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004887,PreservedSpecimen,Occurrence ID: 1ee5edc9-ad9a-49c2-880b-2790f35890ad,615237,"Saperda tridentata ((Olivier, 1795))",Barry Lee Bressler (recorded by),5/26/1981,5/26/1981,5/26/1981,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1ee5edc9-ad9a-49c2-880b-2790f35890ad,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391804,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004888,PreservedSpecimen,Occurrence ID: 531d1964-943f-4ac1-bec1-b12e00c5c485,615238,Oberea ruficollis,S. W. Bullington (recorded by),7/27/1975,7/27/1975,7/27/1975,habitat: blackberry bush||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Brush Mtn. St., Rt. 624, 14-10 Meadowbrook Rd.",37.344344 || -80.255379,37.344344,-80.255379,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:531d1964-943f-4ac1-bec1-b12e00c5c485,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391812,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004889,PreservedSpecimen,Occurrence ID: 655ebebd-d9bc-4050-b626-bbd36cbf671c,615240,"Tetraopes tetrophthalmus ((Forster, 1771))",B. L. Bressler (recorded by),7/3/1976,7/3/1976,7/3/1976,lifeStage: Adult||preparations: pinned specimen,"""Sevier, Tennessee, United States""",Gatlinburg,35.721228 || -83.496774,35.721228,-83.496774,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:655ebebd-d9bc-4050-b626-bbd36cbf671c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392131,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004890,PreservedSpecimen,Occurrence ID: 8817e612-72d3-4c32-9a1f-026f8998abe2,615241,Labidomera clivicollis,,,,,lifeStage: Adult||preparations: pinned specimen,"""Illinois, United States""",0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8817e612-72d3-4c32-9a1f-026f8998abe2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392132,TRUE,three dimensional object||still image,model/x3d || image/tiff
